node_id,name,jurisdiction,jurisdiction_description,countries,sourceID,valid_until,note,matched_term
82012261,Osprey Aircraft Leasing Limited (Six),KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Osprey
82011936,Enron Nigeria Power Holding Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82011938,ENRON NIGERIA PIPELINE HOLDING LTD.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82011943,Enron Nigeria IPP Holding Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82002089,"Amoco/Enron Solar Power Development Global, Inc. ** INCOMPLETE **",KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82008447,Enron Americas Limited ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82010129,ENRON PAPUA NEW GUINEA LTD.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007314,Enron Venezuela Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007301,Enron Fuels Services Holding Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007352,Amoco/Enron Solar Power Development International ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007333,Enron Development Management Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007273,Enron Sao Paulo Investments Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007261,Enron Development Funding Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007265,Enron Transportadora de Bolivia Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007257,Enron Mato Grosso do Sul Investments Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007270,Enron LNG Power (Atlantic) Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007233,Enron International Investments Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007230,Enron International Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007737,Enron Wind Cayman Holding Corp. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007761,Enron Gaza International Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007747,Enron Brazil Power Holdings XVIII Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007748,Enron Brazil Power Investments XVIII Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007755,Enron Palestine Inc. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007757,Enron International Chengdu Power Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007771,Enron India Telecom Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007772,Enron LNG Shipping Company,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007800,Enron Wind Cayman Holding Honduras Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007801,Enron (UFEN) Generadora Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007477,Enron International Argentina Investments Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007468,Enron International Argentina Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007497,Enron Mexico Holdings I Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007492,Enron International India Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007433,Enron International Brazil 1997 Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007446,Enron International Bahia Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007440,Enron International Bahia Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007450,Enron International Brazil Investments 1997 Ltd ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007464,Enron Colombia Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007456,Enron International CMI Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007388,Enron Brazil Power Holdings I Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007375,Enron do Brazil Holdings Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007410,Enron Caribe Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007406,Enron Brazil Power Investments III Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007419,Enron Cayman Leasing Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007397,Enron Brazil Power Holdings III Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007427,Enron International Brazil Gas Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007542,Enron Brazil Power Holdings XI Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007536,Enron Brazil Power Holdings VII Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007512,Enron Global Equity Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007521,Enron BW Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007550,Enron Brazil Power Investments VII Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007554,Enron Brazil Power Investments XI Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007566,Enron Australia Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007570,Enron Australia Finance Holdings Ltd. ** INCOMPLETE **,KY,Cayman Islands,Cayman Islands;United States,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82007559,Enron Caribe VI Holdings Ltd.,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Enron
82017169,JEDI STAR TRUST,KY,Cayman Islands,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,JEDI
85005106,MARLINDA TOURS,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,Closed date stands for Cancelled date.,Marlin
85005710,MARLIN IMPORT AND EXPORT,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
85005891,MARLIN BOOSTER TRACKING N.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
85007263,MARLIN ENTERPRISES,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,Closed date stands for Cancelled date.,Marlin
85007598,BLUE MARLIN CORPORATION A.V.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
85007905,BLUE MARLIN RESTAURANT & TAKE AWAY,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,Closed date stands for Cancelled date.,Marlin
85012347,MARLIN ELEKTRONICS EXPLOITATIEMAATSCHAPPIJ A.V.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
85014847,IBS MARLIN CONSULTANCE N.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
85017112,TALON TRADE ENTERPRISES & CONSULTANTS AVV,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Talon
85018288,S.A.T. MARLIN ENTERPRISES NV,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,Closed date stands for Cancelled date.,Marlin
85021236,BELDEN GROUP A.V.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Belden
85030806,MARLIN IMPORT ARUBA N.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
85032139,SOUTHAMPTON CORPORATION A.V.V.,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Southampton
85040694,STICHTING MARLINS SPORT ARUBA,AW,Aruba,,Paradise Papers - Aruba corporate registry,Aruba corporate registry data is current through 2016,,Marlin
30000304,"BIMINI MARLIN AND BONE FISH CLUB LIMITED, THE",BAH,Bahamas,Bahamas,Paradise Papers - Bahamas corporate registry,Bahamas corporate registry data is current through 2016,,Marlin
30000572,MARLINGTON LIMITED,BAH,Bahamas,Bahamas,Paradise Papers - Bahamas corporate registry,Bahamas corporate registry data is current through 2016,,Marlin
30001654,"THE BIMINI MARLIN & TUNA DEVELOPENT COMPANY, LTD.",BAH,Bahamas,Bahamas,Paradise Papers - Bahamas corporate registry,Bahamas corporate registry data is current through 2016,,Marlin
30006101,BLUE MARLIN INVESTMENTS (BAHAMAS) LIMITED,BAH,Bahamas,Bahamas,Paradise Papers - Bahamas corporate registry,Bahamas corporate registry data is current through 2016,,Marlin
30010889,BLUE MARLIN COMPANY LIMITED,BAH,Bahamas,Bahamas,Paradise Papers - Bahamas corporate registry,Bahamas corporate registry data is current through 2016,,Marlin
30012511,SOUTHAMPTON INVESTMENTS LIMITED,BAH,Bahamas,Bahamas,Paradise Papers - Bahamas corporate registry,Bahamas corporate registry data is current through 2016,,Southampton
100301180,SOUTHAMPTON LIMITED,BRB,Barbados,Cayman Islands;Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Southampton
100311452,BLUE MARLIN CHARTERS INC,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Marlin
100638696,MARLINGFORD GROUP INC.,BRB,Barbados,British Virgin Islands;Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Marlin
100925108,BLUE MARLIN INSURANCE INC.,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,Closed date stands for dissolved date.,Marlin
101505603,KOPPERS INDUSTRIES INTERNATIONAL TRADE CORPORATION,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,Closed date stands for dissolved date.,Kopper
101508983,BELDEN FOREIGN SALES CORPORATION,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Belden
101706406,MARLIN CONSULTANTS INTERNATIONAL CORPORATION,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,Closed date stands for dissolved date.,Marlin
101715136,ENRON (BARBADOS) INTERNATIONAL BUSINESS CORPORATION,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,Closed date stands for discontinued date.,Enron
101732091,TALON SHIPPING INC.,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Talon
101733035,MARLIN SHIPPING INC.,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,Closed date stands for discontinued date. Date discontinued: 14-MAR-2013,Marlin
101734871,BLUE MARLIN INVESTMENTS CORPORATION,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Marlin
101736596,MARLIN GOLD TRADING INC.,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Marlin
102127528,MARLIN REINSURANCE INC.,BRB,Barbados,Barbados,Paradise Papers - Barbados corporate registry,Barbados corporate registry data is current through 2016,,Marlin
200100068,MARLIN HOLDINGS LIMITED,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200100948,BELDEN SELECT REINSURANCE CORP.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Belden
200104778,OSPREY INTERNATIONAL INVESTMENT INC.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200104816,RAPTOR CORPORATION,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Raptor
200105827,BLUE MARLIN LTD,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,Closed date stands for dissolved date.,Marlin
200108635,OSPREY INVESTMENT CORPORATION,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200108662,OSPREY HEIGHTS ASSOCIATES INC.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200109248,MARLINKA LTD,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200109917,OSPREY SERVICES LTD.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200114990,"GLISAN & GLISAN CAPITAL, LTD.",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Glisan
200116162,OSPREY CONSULTANTS LTD.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200117540,OSPREY LTD,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200129200,"BRENRON, LTD",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Enron
200130107,"Blue Marlin Global Group, Inc.",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200132604,"Blue Marlin Investments, Corp",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200134096,Beldent Holdings Ltd,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Belden
200135831,Talon Assets Corp.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Talon
200137832,Talon International Services Corp.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Talon
200137957,EATALON GROUP INC.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Talon
200140382,Whitewing Inc.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Whitewing
200140820,GATALONG LIMITED,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Talon
200142046,SOUTHAMPTON ENTERPRISES INC.,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Southampton
200501288,"ATLANTIC OSPREY, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200502847,"TALON, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Talon
200504044,MS JEDI LLC,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,JEDI
200505431,"TALON BUSINESS PROTECTION, LLC.",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Talon
200506290,"OSPREY HOLDINGS, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,Closed date stands for dissolved date.,Osprey
200506939,"BLACK MARLIN, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200506985,"EAGLE TALON HOLDINGS, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,Closed date stands for dissolved date.,Talon
200508487,"Timberwolf Creek, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Timberwolf
200511337,"OSPREY VENTURES, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200513345,"RAPTOR MOON, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Raptor
200513584,"Marlin Global, LLC",KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200517541,LJMG International LLC,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,LJM
200517874,Osprey RDB LLC,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Osprey
200800801,BLUE MARLIN TRUST,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200800892,THE RAPTOR TRUST,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Raptor
200802972,THE BELDEN HILL TRUST,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Belden
200803410,White Marlin Trust,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Marlin
200803974,LJM Irrevocable Trust,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,LJM
200804681,THE RAPTOR 2015 TRUST,KNA,Saint Kitts and Nevis,,Paradise Papers - Nevis corporate registry,Nevis corporate registry data is current through 2016,,Raptor
240081478,CASA CATALONIA S.A,,,,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2018,,Talon
240080562,"HERMANOS MARLINS, S.A",,,,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2017,,Marlin
240020037,Osprey Rotherham Limited,BVI,British Virgin Islands,British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2018,,Osprey
240022380,MARLIN ENTERPRISES LIMITED,BVI,British Virgin Islands,British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2017,,Marlin
240021155,VENRON INVESTMENTS LIMITED,BVI,British Virgin Islands,British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2017,,Enron
240023596,BLACK MARLIN LTD,BVI,British Virgin Islands,British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2017,,Marlin
240023597,BLUE MARLIN CORPORATE LTD,BVI,British Virgin Islands,British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2017,,Marlin
240030828,Osprey International Holdings Limited,BVI,British Virgin Islands,British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Provider data is current through 2017,,Osprey
55075103,Blue Marlin Ltd,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55075758,LJM2 LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,LJM
55001078,ETALON HOLDINGS LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55007607,SOUTHAMPTON SHIPPING COMPANY LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Southampton
55010118,OSPREY INSURANCE BROKERS CO LTD,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Osprey
55015401,PETALON SHIPPING COMPANY LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55016739,JEDI KNIGHT ENTERPRISES LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,JEDI
55018913,TALON INTERNATIONAL LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55019051,ENRON METALS (MALTA) LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Enron
55021126,TALON SHIPPING LTD,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55025918,MARLIN SHIPPING CO. LTD,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55026879,CATALONIA SHIPPING COMPANY LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55038353,HEPTALON Trading Ltd.,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55038357,HEPTALON HOLDING LTD,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55038614,CapitalOne Investment Group Limited,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Talon
55039033,LJMG LTD,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,LJM
55042847,RAPTOR GROUP LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Raptor
55043050,Raptor Limited,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Raptor
55049699,JEDIEL HOLDINGS LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,JEDI
55056622,MARLIN PROPERTY HOLDINGS LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55056859,Osprey Holdings Limited,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Osprey
55059313,MARLIN ENTERPRISES LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55069192,MARLIN BRANDS AUSTRALIA LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55073332,MARLIN BRANDS ENTERPRISES LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55073364,MARLIN BRANDS EUROPE LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55081272,E.J. KOPPERS HOLDING B.V.,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Kopper
55081288,MARLIN YACHTING LTD,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55083790,BLUE MARLIN PROPERTIES LIMITED,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Marlin
55087162,OSPREY SOFTWARE SERVICES AND SOLUTIONS,MLT,Malta,Malta,Paradise Papers - Malta corporate registry,Malta corporate registry data is current through 2016,,Osprey
240550187,Osprey Rotherham Limited,VGB,British Virgin Islands,El Salvador;British Virgin Islands,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",Data is current through 2018.,,Osprey
240430067,"GITALONG INVESTMENTS, INC.",VGB,British Virgin Islands,,Pandora Papers - Overseas Management Company (OMC),Provider data is current through 2016,,Talon
240554041,LJM Security Trust,USA,South Dakota,,Pandora Papers - Trident Trust,Provider data is current through 2017,,LJM
240500658,JEDIOD INVESTMENTS LIMITED,VGB,British Virgin Islands,,Pandora Papers - Trident Trust,Provider data is current through 2016,,JEDI
