transaction_id,date,amount,currency,sender_account_id,sender_name,receiver_account_id,receiver_name,description,transaction_type
E2089B9D-153,1999-10-12,702937.73,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
5B8ADF4F-AAC,1999-10-13,1465964.64,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
1CCF2F31-0DC,1999-10-13,1269213.56,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Interconnection fee,wire_transfer
6EC09152-B9B,1999-10-14,306391.92,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
718CC51D-F42,1999-10-14,173127.65,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Natural gas procurement,wire_transfer
C3071330-D59,1999-10-14,576225.63,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
FBA716EE-6B0,1999-10-14,1468216.75,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Balancing charge adjustment,wire_transfer
7FCAA087-6F8,1999-10-14,814155.87,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Balancing charge adjustment,wire_transfer
07E960D9-C94,1999-10-14,670142.38,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
64315362-891,1999-10-15,799821.15,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
F85608F2-311,1999-10-17,1747826.53,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,IT infrastructure services,wire_transfer
9533205B-CC4,1999-10-17,242728.32,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Natural gas procurement,wire_transfer
26F90BE9-B7D,1999-10-17,149269.99,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Quarterly service fee,wire_transfer
3E20CA1B-FFA,1999-10-18,240977.98,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
65ACD268-16F,1999-10-18,128516.37,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Interconnection fee,wire_transfer
257BC8A9-5ED,1999-10-19,1694092.93,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,IT infrastructure services,wire_transfer
D20F83EC-A8A,1999-10-19,1409871.24,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Power purchase agreement,wire_transfer
E8355E0D-3FD,1999-10-19,1812199.78,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
4C612CBF-FC5,1999-10-20,558127.55,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Transmission tariff payment,wire_transfer
2875EB15-D0A,1999-10-20,1555615.32,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Equipment lease payment,wire_transfer
7F4B9259-6F6,1999-10-20,613487.56,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Energy trading settlement,wire_transfer
CFBBA2AF-698,1999-10-22,200708.49,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
D0D946DE-DDF,1999-10-22,365099.92,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Natural gas procurement,wire_transfer
1270DD0A-5A5,1999-10-22,934239.89,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,IT infrastructure services,wire_transfer
7D754449-F63,1999-10-23,1821778.94,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Regulatory compliance fee,wire_transfer
0736ACEF-F8A,1999-10-24,1926997.53,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
C0E89F55-7F1,1999-10-24,1231190.91,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Fuel supply agreement,wire_transfer
90A88DBB-C82,1999-10-25,815079.04,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Transmission tariff payment,wire_transfer
89911F57-996,1999-10-25,1820029.8,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Capacity reservation charge,wire_transfer
0419FAD7-0C1,1999-10-26,842478.67,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Gas supply contract payment,wire_transfer
FEC27E07-9FB,1999-10-26,1644952.27,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
E5E60BCF-31C,1999-10-26,593801.87,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Quarterly service fee,wire_transfer
2AD51901-DDC,1999-10-27,289337.68,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Balancing charge adjustment,wire_transfer
3CF77D9C-365,1999-10-29,1602896.17,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
EAD34787-9AC,1999-10-29,953082.24,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Interconnection fee,wire_transfer
C81F09B9-B7E,1999-10-29,1771591.6,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
335F07A2-F55,1999-10-29,530048.09,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Equipment lease payment,wire_transfer
B5CFF298-069,1999-10-30,1049316.48,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Quarterly service fee,wire_transfer
8CF435F2-60C,1999-10-30,233619.76,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Fuel supply agreement,wire_transfer
BD6070CB-D51,1999-10-30,1334451.03,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
4A59E4D5-370,1999-10-31,227636.19,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Transmission tariff payment,wire_transfer
D35E4983-C30,1999-10-31,1670844.09,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
920FFF44-333,1999-10-31,233856.86,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
C48F8933-5D7,1999-11-01,1164047.53,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
E495454F-C21,1999-11-01,1303694.63,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
A570A732-934,1999-11-02,1239828.06,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
097AB275-228,1999-11-02,1126204.66,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Natural gas procurement,wire_transfer
31B2D52D-4ED,1999-11-03,400165.8,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
4610CFCA-88F,1999-11-03,1806747.44,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Energy trading settlement,wire_transfer
8477A161-033,1999-11-04,479898.36,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Quarterly service fee,wire_transfer
B6545114-5B5,1999-11-04,1033937.13,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Energy trading settlement,wire_transfer
0059E86C-0CE,1999-11-04,948811.53,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Energy trading settlement,wire_transfer
2C6653A8-941,1999-11-04,1825383.03,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
36F4AB2B-DEF,1999-11-06,1211604.86,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
32EB0F28-63A,1999-11-07,727680.38,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
DCB4A0E8-720,1999-11-07,1447639.73,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
78E20FBF-1E4,1999-11-08,989072.07,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Gas supply contract payment,wire_transfer
5BD1B598-FFF,1999-11-09,1236521.44,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Power purchase agreement,wire_transfer
83B9253A-9FB,1999-11-09,127037.05,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
52A0D6C5-B45,1999-11-09,852914.72,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Equipment lease payment,wire_transfer
491EEA7B-4B1,1999-11-09,849539.66,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Balancing charge adjustment,wire_transfer
D5970132-F76,1999-11-10,446065.92,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Transmission tariff payment,wire_transfer
F2844E4B-98F,1999-11-11,1899439.55,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Capacity reservation charge,wire_transfer
43C04E75-F22,1999-11-12,1429085.98,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Regulatory compliance fee,wire_transfer
3334BD9C-0D5,1999-11-12,1369616.12,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
B965F05F-9DA,1999-11-13,281946.14,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Quarterly service fee,wire_transfer
210634FF-0FE,1999-11-13,1769428.06,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Quarterly service fee,wire_transfer
39CFD23D-6BC,1999-11-13,1839033.05,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Pipeline maintenance services,wire_transfer
817787ED-09C,1999-11-15,1562074.6,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
8C0CF1E5-442,1999-11-15,1399297.4,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Quarterly service fee,wire_transfer
C2CB1615-68A,1999-11-15,604899.07,USD,ACC-ENR-001,Enron Corp,ACC-SPE-002,LJM2 Co-Investment L.P.,Partnership distribution,wire_transfer
9E8ED849-E36,1999-11-17,1646023.52,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Natural gas procurement,wire_transfer
DD60208C-AE9,1999-11-18,447508.59,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Interconnection fee,wire_transfer
C9B33532-FFE,1999-11-18,673803.57,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Gas supply contract payment,wire_transfer
41D4EE47-318,1999-11-18,618938.08,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
99455BD5-BD5,1999-11-19,1345536.84,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Equipment lease payment,wire_transfer
CDE9B8C1-1CA,1999-11-20,20311.08,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
33D661F3-3F6,1999-11-20,634306.39,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Quarterly service fee,wire_transfer
7CA9F77D-099,1999-11-20,1104431.28,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Natural gas procurement,wire_transfer
CC7D89A4-2C5,1999-11-22,1982062.19,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,IT infrastructure services,wire_transfer
9FD163AD-B6C,1999-11-23,605212.54,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
113DA250-A4E,1999-11-24,1108053.84,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Gas supply contract payment,wire_transfer
9FB9B771-253,1999-11-24,732989.15,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
AF358EA6-B57,1999-11-25,1703820.44,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Equipment lease payment,wire_transfer
F5A6750B-6E4,1999-11-25,1898095.29,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Fuel supply agreement,wire_transfer
B95D003C-601,1999-11-25,654124.94,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Pipeline maintenance services,wire_transfer
416D4AE4-CC3,1999-11-25,541200.17,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Equipment lease payment,wire_transfer
24C276A8-228,1999-11-26,95857.22,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
81DF5DDC-DD8,1999-11-27,1208277.16,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
123534A7-5D8,1999-11-27,289108.96,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
EEBB012C-9ED,1999-11-28,1593985.6,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
27174950-F56,1999-11-28,1041023.24,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,IT infrastructure services,wire_transfer
EA4547D5-C0B,1999-11-28,41701.03,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
0541D940-DB9,1999-11-28,1498150.25,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Pipeline maintenance services,wire_transfer
AD7C0214-C4B,1999-11-29,1985020.21,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Quarterly service fee,wire_transfer
F6395BA0-C5C,1999-11-30,1305429.43,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
0E10DAD7-17E,1999-11-30,1466116.75,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Energy trading settlement,wire_transfer
5056897E-9EE,1999-11-30,577288.06,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Fuel supply agreement,wire_transfer
D618ACA8-E5A,1999-12-03,146139.1,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
1591CA20-BCE,1999-12-03,1299460.14,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
5BC42179-213,1999-12-03,754041.82,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Transmission tariff payment,wire_transfer
F42103E5-303,1999-12-05,508274.66,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Gas supply contract payment,wire_transfer
F7A85CEF-D35,1999-12-06,369883.47,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
C835C8D3-FAD,1999-12-06,1328730.19,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
9313249C-1D4,1999-12-06,1008655.6,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Quarterly service fee,wire_transfer
466D7B08-239,1999-12-07,305193.29,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Power purchase agreement,wire_transfer
AB0018D4-DD1,1999-12-08,1026455.94,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,IT infrastructure services,wire_transfer
52E90CBF-F9B,1999-12-08,1624799.78,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
3FD42745-4B6,1999-12-09,544129.53,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Regulatory compliance fee,wire_transfer
399401D0-ADA,1999-12-10,483611.89,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
6B671F0B-547,1999-12-10,1513413.02,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Transmission tariff payment,wire_transfer
7619D848-AB0,1999-12-11,555047.78,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Balancing charge adjustment,wire_transfer
7B0D7C65-8A7,1999-12-11,556957.31,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Interconnection fee,wire_transfer
7CFD87ED-7E5,1999-12-11,759346.03,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
DAAC6945-E8B,1999-12-12,554320.45,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
844B2691-709,1999-12-12,1232712.27,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Power purchase agreement,wire_transfer
1414A87A-1EB,1999-12-12,404549.74,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
669972CE-9CC,1999-12-13,316912.47,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
B99974DA-238,1999-12-13,528281.84,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
D42A7901-503,1999-12-13,1314265.62,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
28E1E8B9-674,1999-12-15,1903807.64,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Regulatory compliance fee,wire_transfer
50F7C3CD-1AB,1999-12-16,1218859.22,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,IT infrastructure services,wire_transfer
270AA7D3-9FB,1999-12-18,1017235.14,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Regulatory compliance fee,wire_transfer
C1BAFE3E-1B0,1999-12-18,1434465.15,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
7B79BC58-4AF,1999-12-18,1584606.95,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
DBA77160-B0E,1999-12-18,816014.29,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
F107279A-14C,1999-12-20,280099.55,USD,ACC-ENR-001,Enron Corp,ACC-EXT-002,JP Morgan Chase,Balancing charge adjustment,wire_transfer
844B49BD-937,1999-12-20,847518.43,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Interconnection fee,wire_transfer
0D391CC2-C86,1999-12-21,978473.73,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Natural gas procurement,wire_transfer
1B66ED59-998,1999-12-21,1055699.53,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Transmission tariff payment,wire_transfer
F89F5C0D-B87,1999-12-22,1748276.63,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Capacity reservation charge,wire_transfer
C87AE389-5BC,1999-12-23,1357594.92,USD,ACC-ENR-001,Enron Corp,ACC-EXT-001,Citibank N.A.,Gas supply contract payment,wire_transfer
F08E8351-16C,1999-12-23,1426500.12,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
8C0ACD84-C19,1999-12-24,1975179.34,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Pipeline maintenance services,wire_transfer
408EA638-888,1999-12-24,74799.67,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Transmission tariff payment,wire_transfer
8F98A0AA-060,1999-12-25,124351.44,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
D77F40EF-966,1999-12-25,131305.7,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
49BDE706-A14,1999-12-25,788269.83,USD,ACC-EXT-005,Portland General Electric,ACC-ENR-001,Enron Corp,Regulatory compliance fee,wire_transfer
646A6502-258,1999-12-26,1426506.22,USD,ACC-ENR-001,Enron Corp,ACC-EXT-003,Deutsche Bank AG,Fuel supply agreement,wire_transfer
6D3D0D4E-B85,1999-12-26,1347629.34,USD,ACC-EXT-010,EOTT Energy Partners,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
D18AB627-533,1999-12-27,96201.79,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
9D7495E3-E13,1999-12-29,971034.61,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Balancing charge adjustment,wire_transfer
D90B22A8-E53,1999-12-29,278878.67,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
225B0448-AE4,1999-12-30,410914.12,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Interconnection fee,wire_transfer
E334663C-C79,1999-12-30,1654763.23,USD,ACC-EXT-007,Azurix Corp,ACC-ENR-001,Enron Corp,Transmission tariff payment,wire_transfer
BDC629F8-9D9,1999-12-30,195550.6,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Gas supply contract payment,wire_transfer
E92F3A03-187,1999-12-31,1962857.64,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Natural gas procurement,wire_transfer
3B2B6D25-F5A,1999-12-31,85393.77,USD,ACC-ENR-001,Enron Corp,ACC-EXT-006,Dabhol Power Company,Interconnection fee,wire_transfer
EC595EAE-F1D,2000-01-01,686236.81,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
EE104E91-0BB,2000-01-02,1057122.12,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Natural gas procurement,wire_transfer
9DB61F6E-72B,2000-01-02,183744.41,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Equipment lease payment,wire_transfer
6B115523-AE7,2000-01-03,1628182.87,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Pipeline maintenance services,wire_transfer
8030F60E-954,2000-01-04,1010251.21,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Gas supply contract payment,wire_transfer
E2C48E0E-BF8,2000-01-04,829982.98,USD,ACC-EXT-009,Wessex Water Services,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
5FCB01F6-039,2000-01-05,510016.94,USD,ACC-ENR-001,Enron Corp,ACC-EXT-007,Azurix Corp,Gas supply contract payment,wire_transfer
45FE9095-D90,2000-01-05,196219.98,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
883EAC61-AF5,2000-01-06,1019556.56,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Equipment lease payment,wire_transfer
BA9824E0-C22,2000-01-06,1931705.28,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Fuel supply agreement,wire_transfer
FD31D01E-DFB,2000-01-08,1757140.7,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Interconnection fee,wire_transfer
083011CD-91C,2000-01-08,15000000,USD,ACC-ENR-001,Enron Corp,ACC-SPE-007,Timberwolf LLC,Management consulting fees,wire_transfer
603160F4-A8D,2000-01-08,1662423.51,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Power purchase agreement,wire_transfer
C607DB02-856,2000-01-10,946853.94,USD,ACC-EXT-002,JP Morgan Chase,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
0523C1AD-2A6,2000-01-12,1526331.14,USD,ACC-EXT-001,Citibank N.A.,ACC-ENR-001,Enron Corp,Capacity reservation charge,wire_transfer
850D8368-F21,2000-01-14,1642041.57,USD,ACC-ENR-001,Enron Corp,ACC-EXT-009,Wessex Water Services,Energy trading settlement,wire_transfer
19A308DE-1C1,2000-01-14,685937.38,USD,ACC-ENR-001,Enron Corp,ACC-SPE-005,Southampton Place L.P.,Advisory services Q4,wire_transfer
A9C8970F-FAC,2000-01-14,182608.16,USD,ACC-EXT-006,Dabhol Power Company,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
541CEABB-5C2,2000-01-15,637940.41,USD,ACC-EXT-004,Barclays PLC,ACC-ENR-001,Enron Corp,Quarterly service fee,wire_transfer
CC9ABCAD-E62,2000-01-17,1464927.28,USD,ACC-EXT-003,Deutsche Bank AG,ACC-ENR-001,Enron Corp,Gas supply contract payment,wire_transfer
8B55770A-3F1,2000-01-17,1000000,USD,ACC-ENR-001,Enron Corp,ACC-SPE-005,Southampton Place L.P.,Professional services,wire_transfer
F51E8EA7-D7C,2000-01-18,363077.54,USD,ACC-EXT-008,Enron Pipeline Company,ACC-ENR-001,Enron Corp,Energy trading settlement,wire_transfer
6182B594-64E,2000-01-18,1090040.81,USD,ACC-ENR-001,Enron Corp,ACC-EXT-005,Portland General Electric,Natural gas procurement,wire_transfer
733AC5B3-0ED,2000-01-20,687912.55,USD,ACC-ENR-001,Enron Corp,ACC-EXT-008,Enron Pipeline Company,Regulatory compliance fee,wire_transfer
112E9F8A-A9B,2000-01-21,1328350.25,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Natural gas procurement,wire_transfer
C747EDEA-36A,2000-01-21,232705.88,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Fuel supply agreement,wire_transfer
91E1A453-F62,2000-01-22,1948549.73,USD,ACC-ENR-001,Enron Corp,ACC-EXT-010,EOTT Energy Partners,Regulatory compliance fee,wire_transfer
5E97AD7B-AD9,2000-01-22,1595567.09,USD,ACC-ENR-001,Enron Corp,ACC-EXT-004,Barclays PLC,Regulatory compliance fee,wire_transfer
B226C90F-2C8,2000-01-22,597901.84,USD,ACC-ENR-001,Enron Corp,ACC-SPE-004,JEDI Partners L.P.,Advisory services Q2,wire_transfer
